;data_pedido;hora_pedido;tipo_entrega;valor_borda;valor_refrigerante;valor_total;tempo;mes;dia_semana;horario_pico;interval_pico;tempo_minutos;rank_quartil;valor_pizza;rank_quartil_valor_total;rank_quartil_valor_total_pizza
152;2011-10-20;20:00:00;Buscar;Borda N;S;24.5;00:30:00;10;quinta;20;alto;30;min: 24 -- 34;24.5;vl_total: 22 -- 28;vl_pizza: 22 -- 26
153;2011-10-20;20:05:00;Entrega;Borda N;S;28.0;00:40:00;10;quinta;20;alto;40;min: 35 -- 44;28.0;vl_total: 22 -- 28;vl_pizza: 27 -- 32
154;2011-10-20;20:10:00;Buscar;Borda N;S;39.0;00:35:00;10;quinta;20;alto;35;min: 35 -- 44;39.0;vl_total: > 35;vl_pizza: > 33
155;2011-10-20;20:07:00;Buscar;Borda N;S;30.0;00:38:00;10;quinta;20;alto;38;min: 35 -- 44;30.0;vl_total: 29 -- 35;vl_pizza: 27 -- 32
156;2011-10-20;20:58:00;Buscar;Borda N;S;14.5;00:32:00;10;quinta;20;alto;32;min: 24 -- 34;14.5;vl_total:01 -- 21;vl_pizza: 01 -- 21
157;2011-10-20;21:10:00;Entrega;Borda N;S;28.25;00:31:00;10;quinta;21;alto;31;min: 24 -- 34;23.75;vl_total: > 35;vl_pizza: 22 -- 26
158;2011-10-20;21:10:00;Buscar;Borda N;S;20.0;00:31:00;10;quinta;21;alto;31;min: 24 -- 34;20.0;vl_total:01 -- 21;vl_pizza: 01 -- 21
159;2011-10-20;22:00:00;Buscar;Borda N;S;19.0;00:25:00;10;quinta;22;medio;25;min: 24 -- 34;19.0;vl_total:01 -- 21;vl_pizza: 01 -- 21
160;2011-10-20;22:10:00;Entrega;Borda N;S;28.0;00:50:00;10;quinta;22;medio;50;min: > 45;28.0;vl_total: 22 -- 28;vl_pizza: 27 -- 32
161;2011-10-20;22:40:00;Buscar;Borda N;S;18.5;00:35:00;10;quinta;22;medio;35;min: 35 -- 44;18.5;vl_total:01 -- 21;vl_pizza: 01 -- 21
162;2011-10-21;19:44:00;Entrega;Borda N;S;30.0;00:34:00;10;sexta;19;medio;34;min: 24 -- 34;26.0;vl_total: 29 -- 35;vl_pizza: 22 -- 26
163;2011-10-21;19:48:00;Buscar;Borda N;S;17.0;00:42:00;10;sexta;19;medio;42;min: 35 -- 44;17.0;vl_total:01 -- 21;vl_pizza: 01 -- 21
164;2011-10-21;19:48:00;Buscar;Borda N;S;28.0;00:42:00;10;sexta;19;medio;42;min: 35 -- 44;28.0;vl_total: 22 -- 28;vl_pizza: 27 -- 32
165;2011-10-21;20:27:00;Entrega;Borda N;S;35.5;00:43:00;10;sexta;20;alto;43;min: 35 -- 44;31.0;vl_total: > 35;vl_pizza: 27 -- 32
166;2011-10-21;20:45:00;Entrega;Borda N;S;30.5;00:43:00;10;sexta;20;alto;43;min: 35 -- 44;30.5;vl_total: 29 -- 35;vl_pizza: 27 -- 32
167;2011-10-21;20:45:00;Entrega;Borda N;S;30.5;00:43:00;10;sexta;20;alto;43;min: 35 -- 44;30.5;vl_total: 29 -- 35;vl_pizza: 27 -- 32
168;2011-10-21;20:49:00;Entrega;Borda N;S;31.0;00:37:00;10;sexta;20;alto;37;min: 35 -- 44;31.0;vl_total: 29 -- 35;vl_pizza: 27 -- 32
169;2011-10-21;21:08:00;Entrega;Borda N;S;26.0;00:40:00;10;sexta;21;alto;40;min: 35 -- 44;26.0;vl_total: 22 -- 28;vl_pizza: 22 -- 26
170;2011-10-21;21:13:00;Entrega;Borda N;S;25.0;00:35:00;10;sexta;21;alto;35;min: 35 -- 44;25.0;vl_total: 22 -- 28;vl_pizza: 22 -- 26
171;2011-10-21;21:21:00;Buscar;Borda N;S;23.0;00:39:00;10;sexta;21;alto;39;min: 35 -- 44;23.0;vl_total: 22 -- 28;vl_pizza: 22 -- 26
172;2011-10-21;21:29:00;Entrega;Borda S;S;33.0;00:34:00;10;sexta;21;alto;34;min: 24 -- 34;30.5;vl_total: 29 -- 35;vl_pizza: 27 -- 32
173;2011-10-21;21:39:00;Entrega;Borda N;S;34.5;00:38:00;10;sexta;21;alto;38;min: 35 -- 44;34.5;vl_total: 29 -- 35;vl_pizza: > 33
174;2011-10-21;22:10:00;Buscar;Borda N;S;23.0;00:30:00;10;sexta;22;medio;30;min: 24 -- 34;23.0;vl_total: 22 -- 28;vl_pizza: 22 -- 26
175;2011-10-21;22:28:00;Buscar;Borda N;S;22.0;00:22:00;10;sexta;22;medio;22;min: 01 -- 23;22.0;vl_total: 22 -- 28;vl_pizza: 22 -- 26
176;2011-10-21;22:45:00;Entrega;Borda N;S;25.0;00:30:00;10;sexta;22;medio;30;min: 24 -- 34;25.0;vl_total: 22 -- 28;vl_pizza: 22 -- 26
177;2011-10-22;18:40:00;Buscar;Borda N;S;28.0;00:20:00;10;sabado;18;baixo;20;min: 01 -- 23;28.0;vl_total: 22 -- 28;vl_pizza: 27 -- 32
178;2011-10-22;18:45:00;Entrega;Borda N;S;35.0;00:35:00;10;sabado;18;baixo;35;min: 35 -- 44;35.0;vl_total: 29 -- 35;vl_pizza: > 33
179;2011-10-22;18:50:00;Buscar;Borda N;S;31.0;00:35:00;10;sabado;18;baixo;35;min: 35 -- 44;31.0;vl_total: 29 -- 35;vl_pizza: 27 -- 32
180;2011-10-22;18:55:00;Entrega;Borda N;S;25.0;00:35:00;10;sabado;18;baixo;35;min: 35 -- 44;25.0;vl_total: 22 -- 28;vl_pizza: 22 -- 26
181;2011-10-22;18:58:00;Buscar;Borda S;S;33.5;00:42:00;10;sabado;18;baixo;42;min: 35 -- 44;31.0;vl_total: 29 -- 35;vl_pizza: 27 -- 32
182;2011-10-22;19:00:00;Buscar;Borda N;S;28.0;00:45:00;10;sabado;19;medio;45;min: > 45;28.0;vl_total: 22 -- 28;vl_pizza: 27 -- 32
183;2011-10-22;19:05:00;Buscar;Borda N;S;17.0;00:40:00;10;sabado;19;medio;40;min: 35 -- 44;17.0;vl_total:01 -- 21;vl_pizza: 01 -- 21
184;2011-10-22;19:10:00;Buscar;Borda N;S;31.0;00:50:00;10;sabado;19;medio;50;min: > 45;31.0;vl_total: 29 -- 35;vl_pizza: 27 -- 32
185;2011-10-22;19:15:00;Entrega;Borda N;S;30.5;00:40:00;10;sabado;19;medio;40;min: 35 -- 44;30.5;vl_total: 29 -- 35;vl_pizza: 27 -- 32
186;2011-10-22;19:20:00;Buscar;Borda N;S;39.0;00:35:00;10;sabado;19;medio;35;min: 35 -- 44;30.0;vl_total: > 35;vl_pizza: 27 -- 32
187;2011-10-22;19:54:00;Entrega;Borda S;S;36.5;00:32:00;10;sabado;19;medio;32;min: 24 -- 34;34.0;vl_total: > 35;vl_pizza: > 33
188;2011-10-22;20:11:00;Buscar;Borda N;S;30.0;00:34:00;10;sabado;20;alto;34;min: 24 -- 34;30.0;vl_total: 29 -- 35;vl_pizza: 27 -- 32
189;2011-10-22;20:15:00;Entrega;Borda N;S;25.0;00:35:00;10;sabado;20;alto;35;min: 35 -- 44;25.0;vl_total: 22 -- 28;vl_pizza: 22 -- 26
190;2011-10-22;20:18:00;Buscar;Borda N;S;22.0;00:35:00;10;sabado;20;alto;35;min: 35 -- 44;22.0;vl_total: 22 -- 28;vl_pizza: 22 -- 26
191;2011-10-22;20:24:00;Buscar;Borda N;S;26.0;00:41:00;10;sabado;20;alto;41;min: 35 -- 44;26.0;vl_total: 22 -- 28;vl_pizza: 22 -- 26
192;2011-10-22;20:32:00;Entrega;Borda N;S;34.0;00:35:00;10;sabado;20;alto;35;min: 35 -- 44;34.0;vl_total: 29 -- 35;vl_pizza: > 33
193;2011-10-22;20:42:00;Entrega;Borda N;S;29.0;00:36:00;10;sabado;20;alto;36;min: 35 -- 44;29.0;vl_total: 29 -- 35;vl_pizza: 27 -- 32
194;2011-10-22;20:46:00;Entrega;Borda N;S;34.5;00:41:00;10;sabado;20;alto;41;min: 35 -- 44;34.5;vl_total: 29 -- 35;vl_pizza: > 33
195;2011-10-22;21:02:00;Entrega;Borda N;S;31.0;00:45:00;10;sabado;21;alto;45;min: > 45;31.0;vl_total: 29 -- 35;vl_pizza: 27 -- 32
196;2011-10-22;21:06:00;Entrega;Borda S;S;29.5;00:41:00;10;sabado;21;alto;41;min: 35 -- 44;27.0;vl_total: 29 -- 35;vl_pizza: 27 -- 32
197;2011-10-22;21:08:00;Entrega;Borda N;S;33.5;00:54:00;10;sabado;21;alto;54;min: > 45;33.5;vl_total: 29 -- 35;vl_pizza: > 33
198;2011-10-22;21:08:00;Buscar;Borda N;S;23.0;00:54:00;10;sabado;21;alto;54;min: > 45;23.0;vl_total: 22 -- 28;vl_pizza: 22 -- 26
199;2011-10-22;21:10:00;Entrega;Borda N;S;34.0;00:50:00;10;sabado;21;alto;50;min: > 45;34.0;vl_total: 29 -- 35;vl_pizza: > 33
200;2011-10-22;21:13:00;Entrega;Borda N;S;23.5;00:47:00;10;sabado;21;alto;47;min: > 45;23.5;vl_total: 22 -- 28;vl_pizza: 22 -- 26
201;2011-10-22;21:20:00;Buscar;Borda N;S;30.0;00:45:00;10;sabado;21;alto;45;min: > 45;30.0;vl_total: 29 -- 35;vl_pizza: 27 -- 32
202;2011-10-22;21:38:00;Entrega;Borda N;S;34.0;00:32:00;10;sabado;21;alto;32;min: 24 -- 34;29.5;vl_total: 29 -- 35;vl_pizza: 27 -- 32
203;2011-10-22;21:51:00;Entrega;Borda N;S;34.5;00:54:00;10;sabado;21;alto;54;min: > 45;34.5;vl_total: 29 -- 35;vl_pizza: > 33
204;2011-10-22;21:55:00;Buscar;Borda S;S;25.5;00:55:00;10;sabado;21;alto;55;min: > 45;23.0;vl_total: 22 -- 28;vl_pizza: 22 -- 26
205;2011-10-22;21:55:00;Entrega;Borda N;S;23.5;00:54:00;10;sabado;21;alto;54;min: > 45;23.5;vl_total: 22 -- 28;vl_pizza: 22 -- 26
206;2011-10-22;22:42:00;Entrega;Borda N;S;34.5;00:50:00;10;sabado;22;medio;50;min: > 45;34.5;vl_total: 29 -- 35;vl_pizza: > 33
207;2011-10-22;22:42:00;Buscar;Borda N;S;32.0;00:33:00;10;sabado;22;medio;33;min: 24 -- 34;32.0;vl_total: 29 -- 35;vl_pizza: 27 -- 32
208;2011-10-22;22:50:00;Entrega;Borda N;S;34.5;00:30:00;10;sabado;22;medio;30;min: 24 -- 34;34.5;vl_total: 29 -- 35;vl_pizza: > 33
209;2011-10-22;22:56:00;Entrega;Borda N;S;20.5;00:29:00;10;sabado;22;medio;29;min: 24 -- 34;20.5;vl_total:01 -- 21;vl_pizza: 01 -- 21
210;2011-10-22;22:57:00;Entrega;Borda N;S;22.5;00:33:00;10;sabado;22;medio;33;min: 24 -- 34;22.5;vl_total: 22 -- 28;vl_pizza: 22 -- 26
211;2011-10-22;23:00:00;Entrega;Borda N;S;24.0;00:45:00;10;sabado;23;baixo;45;min: > 45;19.5;vl_total: 22 -- 28;vl_pizza: 01 -- 21
212;2011-10-22;23:05:00;Entrega;Borda S;S;33.5;00:45:00;10;sabado;23;baixo;45;min: > 45;31.0;vl_total: 29 -- 35;vl_pizza: 27 -- 32
213;2011-10-23;18:45:00;Entrega;Borda S;S;32.5;00:15:00;10;domingo;18;baixo;15;min: 01 -- 23;25.5;vl_total: 29 -- 35;vl_pizza: 22 -- 26
214;2011-10-23;18:56:00;Buscar;Borda N;S;32.0;00:28:00;10;domingo;18;baixo;28;min: 24 -- 34;32.0;vl_total: 29 -- 35;vl_pizza: 27 -- 32
215;2011-10-23;19:37:00;Entrega;Borda N;S;20.5;00:33:00;10;domingo;19;medio;33;min: 24 -- 34;20.5;vl_total:01 -- 21;vl_pizza: 01 -- 21
216;2011-10-23;19:58:00;Buscar;Borda N;S;19.0;00:22:00;10;domingo;19;medio;22;min: 01 -- 23;19.0;vl_total:01 -- 21;vl_pizza: 01 -- 21
217;2011-10-23;20:09:00;Entrega;Borda S;S;27.0;00:43:00;10;domingo;20;alto;43;min: 35 -- 44;24.5;vl_total: 22 -- 28;vl_pizza: 22 -- 26
218;2011-10-23;20:09:00;Buscar;Borda S;S;25.5;00:43:00;10;domingo;20;alto;43;min: 35 -- 44;23.0;vl_total: 22 -- 28;vl_pizza: 22 -- 26
219;2011-10-23;20:09:00;Buscar;Borda N;S;23.0;00:43:00;10;domingo;20;alto;43;min: 35 -- 44;23.0;vl_total: 22 -- 28;vl_pizza: 22 -- 26
220;2011-10-23;20:18:00;Entrega;Borda N;S;35.0;00:52:00;10;domingo;20;alto;52;min: > 45;30.5;vl_total: 29 -- 35;vl_pizza: 27 -- 32
221;2011-10-23;20:23:00;Entrega;Borda N;S;30.5;00:43:00;10;domingo;20;alto;43;min: 35 -- 44;30.5;vl_total: 29 -- 35;vl_pizza: 27 -- 32
222;2011-10-23;20:29:00;Entrega;Borda N;S;33.0;00:55:00;10;domingo;20;alto;55;min: > 45;33.0;vl_total: 29 -- 35;vl_pizza: > 33
223;2011-10-23;20:44:00;Entrega;Borda N;S;24.5;00:49:00;10;domingo;20;alto;49;min: > 45;24.5;vl_total: 22 -- 28;vl_pizza: 22 -- 26
224;2011-10-23;20:52:00;Entrega;Borda N;S;40.0;00:53:00;10;domingo;20;alto;53;min: > 45;35.5;vl_total: > 35;vl_pizza: > 33
225;2011-10-23;22:24:00;Buscar;Borda N;S;30.0;00:46:00;10;domingo;22;medio;46;min: > 45;30.0;vl_total: 29 -- 35;vl_pizza: 27 -- 32
226;2011-10-23;22:40:00;Entrega;Borda N;S;23.0;00:26:00;10;domingo;22;medio;26;min: 24 -- 34;23.0;vl_total: 22 -- 28;vl_pizza: 22 -- 26
227;2011-10-23;23:01:00;Entrega;Borda N;S;30.5;00:25:00;10;domingo;23;baixo;25;min: 24 -- 34;30.5;vl_total: 29 -- 35;vl_pizza: 27 -- 32
228;2011-10-25;19:00:00;Buscar;Borda N;S;28.0;00:30:00;10;terca;19;medio;30;min: 24 -- 34;28.0;vl_total: 22 -- 28;vl_pizza: 27 -- 32
229;2011-10-25;19:16:00;Entrega;Borda N;S;25.0;00:39:00;10;terca;19;medio;39;min: 35 -- 44;25.0;vl_total: 22 -- 28;vl_pizza: 22 -- 26
230;2011-10-25;20:00:00;Entrega;Borda N;S;20.5;00:34:00;10;terca;20;alto;34;min: 24 -- 34;20.5;vl_total:01 -- 21;vl_pizza: 01 -- 21
231;2011-10-25;20:31:00;Entrega;Borda N;S;20.5;00:31:00;10;terca;20;alto;31;min: 24 -- 34;20.5;vl_total:01 -- 21;vl_pizza: 01 -- 21
232;2011-10-25;21:38:00;Buscar;Borda N;S;32.0;00:22:00;10;terca;21;alto;22;min: 01 -- 23;32.0;vl_total: 29 -- 35;vl_pizza: 27 -- 32
233;2011-10-25;21:43:00;Buscar;Borda N;S;30.0;00:27:00;10;terca;21;alto;27;min: 24 -- 34;30.0;vl_total: 29 -- 35;vl_pizza: 27 -- 32
234;2011-10-25;21:50:00;Entrega;Borda N;S;33.5;00:25:00;10;terca;21;alto;25;min: 24 -- 34;33.5;vl_total: 29 -- 35;vl_pizza: > 33
235;2011-10-25;23:14:00;Buscar;Borda N;S;19.0;00:31:00;10;terca;23;baixo;31;min: 24 -- 34;19.0;vl_total:01 -- 21;vl_pizza: 01 -- 21
236;2011-10-26;18:00:00;Buscar;Borda N;S;21.0;00:40:00;10;quarta;18;baixo;40;min: 35 -- 44;21.0;vl_total:01 -- 21;vl_pizza: 01 -- 21
237;2011-10-26;18:10:00;Entrega;Borda N;S;34.5;00:50:00;10;quarta;18;baixo;50;min: > 45;34.5;vl_total: 29 -- 35;vl_pizza: > 33
238;2011-10-26;18:20:00;Buscar;Borda N;S;30.0;00:40:00;10;quarta;18;baixo;40;min: 35 -- 44;30.0;vl_total: 29 -- 35;vl_pizza: 27 -- 32
239;2011-10-26;19:00:00;Entrega;Borda N;S;30.5;00:40:00;10;quarta;19;medio;40;min: 35 -- 44;30.5;vl_total: 29 -- 35;vl_pizza: 27 -- 32
240;2011-10-26;20:59:00;Entrega;Borda N;S;25.0;00:33:00;10;quarta;20;alto;33;min: 24 -- 34;25.0;vl_total: 22 -- 28;vl_pizza: 22 -- 26
241;2011-10-26;21:11:00;Entrega;Borda N;S;30.5;00:33:00;10;quarta;21;alto;33;min: 24 -- 34;30.5;vl_total: 29 -- 35;vl_pizza: 27 -- 32
242;2011-10-26;22:05:00;Buscar;Borda N;S;27.0;00:25:00;10;quarta;22;medio;25;min: 24 -- 34;27.0;vl_total: 22 -- 28;vl_pizza: 27 -- 32
243;2011-10-26;22:05:00;Buscar;Borda N;S;30.0;00:35:00;10;quarta;22;medio;35;min: 35 -- 44;30.0;vl_total: 29 -- 35;vl_pizza: 27 -- 32
244;2011-10-27;18:00:00;Buscar;Borda N;S;25.5;00:40:00;10;quinta;18;baixo;40;min: 35 -- 44;25.5;vl_total: 22 -- 28;vl_pizza: 22 -- 26
245;2011-10-27;18:10:00;Buscar;Borda N;S;31.0;00:40:00;10;quinta;18;baixo;40;min: 35 -- 44;31.0;vl_total: 29 -- 35;vl_pizza: 27 -- 32
246;2011-10-27;18:20:00;Buscar;Borda N;S;22.5;00:40:00;10;quinta;18;baixo;40;min: 35 -- 44;22.5;vl_total: 22 -- 28;vl_pizza: 22 -- 26
247;2011-10-27;18:25:00;Buscar;Borda N;S;22.5;00:35:00;10;quinta;18;baixo;35;min: 35 -- 44;22.5;vl_total: 22 -- 28;vl_pizza: 22 -- 26
248;2011-10-27;18:30:00;Buscar;Borda N;S;20.0;00:50:00;10;quinta;18;baixo;50;min: > 45;20.0;vl_total:01 -- 21;vl_pizza: 01 -- 21
249;2011-10-27;19:57:00;Entrega;Borda N;S;21.0;00:28:00;10;quinta;19;medio;28;min: 24 -- 34;21.0;vl_total:01 -- 21;vl_pizza: 01 -- 21
250;2011-10-27;19:59:00;Entrega;Borda N;S;32.5;00:28:00;10;quinta;19;medio;28;min: 24 -- 34;32.5;vl_total: 29 -- 35;vl_pizza: > 33
251;2011-10-27;20:15:00;Buscar;Borda N;S;26.5;00:21:00;10;quinta;20;alto;21;min: 01 -- 23;22.0;vl_total: 22 -- 28;vl_pizza: 22 -- 26
252;2011-10-27;20:50:00;Buscar;Borda N;S;27.0;00:41:00;10;quinta;20;alto;41;min: 35 -- 44;27.0;vl_total: 22 -- 28;vl_pizza: 27 -- 32
253;2011-10-27;21:49:00;Buscar;Borda N;S;26.0;00:32:00;10;quinta;21;alto;32;min: 24 -- 34;26.0;vl_total: 22 -- 28;vl_pizza: 22 -- 26
254;2011-10-27;21:55:00;Buscar;Borda N;S;25.0;00:33:00;10;quinta;21;alto;33;min: 24 -- 34;21.0;vl_total: 22 -- 28;vl_pizza: 01 -- 21
255;2011-10-27;21:55:00;Buscar;Borda N;S;22.0;00:45:00;10;quinta;21;alto;45;min: > 45;22.0;vl_total: 22 -- 28;vl_pizza: 22 -- 26
256;2011-10-27;22:34:00;Buscar;Borda N;S;23.5;00:36:00;10;quinta;22;medio;36;min: 35 -- 44;19.0;vl_total: 22 -- 28;vl_pizza: 01 -- 21
257;2011-10-27;23:07:00;Entrega;Borda N;S;20.5;00:43:00;10;quinta;23;baixo;43;min: 35 -- 44;20.5;vl_total:01 -- 21;vl_pizza: 01 -- 21
258;2011-10-28;18:45:00;Buscar;Borda S;S;30.5;00:35:00;10;sexta;18;baixo;35;min: 35 -- 44;28.0;vl_total: 29 -- 35;vl_pizza: 27 -- 32
259;2011-10-28;18:45:00;Buscar;Borda N;S;20.0;00:40:00;10;sexta;18;baixo;40;min: 35 -- 44;20.0;vl_total:01 -- 21;vl_pizza: 01 -- 21
260;2011-10-28;20:00:00;Entrega;Borda N;S;22.5;00:27:00;10;sexta;20;alto;27;min: 24 -- 34;22.5;vl_total: 22 -- 28;vl_pizza: 22 -- 26
261;2011-10-28;20:05:00;Entrega;Borda N;S;34.0;00:45:00;10;sexta;20;alto;45;min: > 45;29.5;vl_total: 29 -- 35;vl_pizza: 27 -- 32
262;2011-10-28;20:18:00;Entrega;Borda N;S;37.0;00:31:00;10;sexta;20;alto;31;min: 24 -- 34;32.5;vl_total: > 35;vl_pizza: > 33
263;2011-10-28;20:19:00;Entrega;Borda N;S;29.0;00:28:00;10;sexta;20;alto;28;min: 24 -- 34;24.5;vl_total: 29 -- 35;vl_pizza: 22 -- 26
264;2011-10-28;20:25:00;Entrega;Borda N;S;35.0;00:40:00;10;sexta;20;alto;40;min: 35 -- 44;35.0;vl_total: 29 -- 35;vl_pizza: > 33
265;2011-10-28;20:30:00;Entrega;Borda S;S;32.0;00:42:00;10;sexta;20;alto;42;min: 35 -- 44;29.5;vl_total: 29 -- 35;vl_pizza: 27 -- 32
266;2011-10-28;20:42:00;Buscar;Borda N;S;28.0;00:38:00;10;sexta;20;alto;38;min: 35 -- 44;28.0;vl_total: 22 -- 28;vl_pizza: 27 -- 32
267;2011-10-28;20:55:00;Entrega;Borda N;S;31.0;00:39:00;10;sexta;20;alto;39;min: 35 -- 44;31.0;vl_total: 29 -- 35;vl_pizza: 27 -- 32
268;2011-10-28;21:00:00;Entrega;Borda N;S;26.0;00:40:00;10;sexta;21;alto;40;min: 35 -- 44;26.0;vl_total: 22 -- 28;vl_pizza: 22 -- 26
269;2011-10-28;21:00:00;Entrega;Borda N;S;26.0;00:40:00;10;sexta;21;alto;40;min: 35 -- 44;26.0;vl_total: 22 -- 28;vl_pizza: 22 -- 26
270;2011-10-28;21:08:00;Buscar;Borda N;S;30.0;00:42:00;10;sexta;21;alto;42;min: 35 -- 44;30.0;vl_total: 29 -- 35;vl_pizza: 27 -- 32
271;2011-10-28;21:11:00;Entrega;Borda N;S;20.0;00:46:00;10;sexta;21;alto;46;min: > 45;20.0;vl_total:01 -- 21;vl_pizza: 01 -- 21
272;2011-10-28;21:11:00;Entrega;Borda N;S;33.0;00:46:00;10;sexta;21;alto;46;min: > 45;33.0;vl_total: 29 -- 35;vl_pizza: > 33
273;2011-10-28;21:16:00;Entrega;Borda N;S;35.0;00:44:00;10;sexta;21;alto;44;min: 35 -- 44;30.5;vl_total: 29 -- 35;vl_pizza: 27 -- 32
274;2011-10-28;21:29:00;Entrega;Borda N;S;22.5;00:49:00;10;sexta;21;alto;49;min: > 45;22.5;vl_total: 22 -- 28;vl_pizza: 22 -- 26
275;2011-10-28;21:45:00;Buscar;Borda N;S;32.0;00:30:00;10;sexta;21;alto;30;min: 24 -- 34;32.0;vl_total: 29 -- 35;vl_pizza: 27 -- 32
276;2011-10-28;21:45:00;Buscar;Borda N;S;30.0;00:30:00;10;sexta;21;alto;30;min: 24 -- 34;30.0;vl_total: 29 -- 35;vl_pizza: 27 -- 32
277;2011-10-28;21:45:00;Entrega;Borda N;S;31.0;00:55:00;10;sexta;21;alto;55;min: > 45;31.0;vl_total: 29 -- 35;vl_pizza: 27 -- 32
278;2011-10-28;22:20:00;Buscar;Borda N;S;19.5;00:40:00;10;sexta;22;medio;40;min: 35 -- 44;19.5;vl_total:01 -- 21;vl_pizza: 01 -- 21
279;2011-10-28;23:40:00;Entrega;Borda N;S;35.0;00:15:00;10;sexta;23;baixo;15;min: 01 -- 23;35.0;vl_total: 29 -- 35;vl_pizza: > 33
280;2011-10-28;23:42:00;Entrega;Borda N;S;30.5;00:15:00;10;sexta;23;baixo;15;min: 01 -- 23;30.5;vl_total: 29 -- 35;vl_pizza: 27 -- 32
281;2011-10-28;23:40:00;Entrega;Borda N;S;17.5;00:15:00;10;sexta;23;baixo;15;min: 01 -- 23;17.5;vl_total:01 -- 21;vl_pizza: 01 -- 21
282;2011-10-29;18:00:00;Buscar;Borda N;S;21.0;00:50:00;10;sabado;18;baixo;50;min: > 45;21.0;vl_total:01 -- 21;vl_pizza: 01 -- 21
283;2011-10-29;19:15:00;Entrega;Borda N;S;25.5;00:35:00;10;sabado;19;medio;35;min: 35 -- 44;25.5;vl_total: 22 -- 28;vl_pizza: 22 -- 26
284;2011-10-29;19:30:00;Entrega;Borda S;S;37.0;00:40:00;10;sabado;19;medio;40;min: 35 -- 44;34.5;vl_total: > 35;vl_pizza: > 33
285;2011-10-29;19:30:00;Entrega;Borda N;S;20.5;00:34:00;10;sabado;19;medio;34;min: 24 -- 34;20.5;vl_total:01 -- 21;vl_pizza: 01 -- 21
286;2011-10-29;19:34:00;Buscar;Borda N;S;36.0;00:36:00;10;sabado;19;medio;36;min: 35 -- 44;36.0;vl_total: > 35;vl_pizza: > 33
287;2011-10-29;19:35:00;Buscar;Borda N;S;27.0;00:25:00;10;sabado;19;medio;25;min: 24 -- 34;27.0;vl_total: 22 -- 28;vl_pizza: 27 -- 32
288;2011-10-29;19:40:00;Buscar;Borda N;S;12.0;00:55:00;10;sabado;19;medio;55;min: > 45;12.0;vl_total:01 -- 21;vl_pizza: 01 -- 21
289;2011-10-29;19:56:00;Entrega;Borda N;S;38.0;00:35:00;10;sabado;19;medio;35;min: 35 -- 44;33.5;vl_total: > 35;vl_pizza: > 33
290;2011-10-29;19:58:00;Entrega;Borda N;S;41.0;00:32:00;10;sabado;19;medio;32;min: 24 -- 34;41.0;vl_total: > 35;vl_pizza: > 33
291;2011-10-29;20:06:00;Buscar;Borda N;S;28.0;00:51:00;10;sabado;20;alto;51;min: > 45;28.0;vl_total: 22 -- 28;vl_pizza: 27 -- 32
292;2011-10-29;20:10:00;Buscar;Borda N;S;25.0;00:50:00;10;sabado;20;alto;50;min: > 45;21.0;vl_total: 22 -- 28;vl_pizza: 01 -- 21
293;2011-10-29;20:15:00;Buscar;Borda N;S;23.0;00:25:00;10;sabado;20;alto;25;min: 24 -- 34;23.0;vl_total: 22 -- 28;vl_pizza: 22 -- 26
294;2011-10-29;20:20:00;Entrega;Borda N;S;25.5;00:40:00;10;sabado;20;alto;40;min: 35 -- 44;25.5;vl_total: 22 -- 28;vl_pizza: 22 -- 26
295;2011-10-29;20:21:00;Buscar;Borda N;S;23.0;00:52:00;10;sabado;20;alto;52;min: > 45;23.0;vl_total: 22 -- 28;vl_pizza: 22 -- 26
296;2011-10-29;20:24:00;Entrega;Borda N;S;34.0;00:36:00;10;sabado;20;alto;36;min: 35 -- 44;25.5;vl_total: 29 -- 35;vl_pizza: 22 -- 26
297;2011-10-29;20:45:00;Entrega;Borda N;S;25.0;00:55:00;10;sabado;20;alto;55;min: > 45;25.0;vl_total: 22 -- 28;vl_pizza: 22 -- 26
298;2011-10-29;20:45:00;Buscar;Borda S;S;27.0;00:53:00;10;sabado;20;alto;53;min: > 45;20.0;vl_total: 22 -- 28;vl_pizza: 01 -- 21
299;2011-10-29;20:51:00;Entrega;Borda N;S;23.0;00:50:00;10;sabado;20;alto;50;min: > 45;23.0;vl_total: 22 -- 28;vl_pizza: 22 -- 26
300;2011-10-29;20:58:00;Entrega;Borda N;S;24.5;00:27:00;10;sabado;20;alto;27;min: 24 -- 34;24.5;vl_total: 22 -- 28;vl_pizza: 22 -- 26
301;2011-10-29;21:00:00;Entrega;Borda N;S;38.5;00:55:00;10;sabado;21;alto;55;min: > 45;38.5;vl_total: > 35;vl_pizza: > 33
302;2011-10-29;21:10:00;Entrega;Borda N;S;38.5;00:45:00;10;sabado;21;alto;45;min: > 45;38.5;vl_total: > 35;vl_pizza: > 33
303;2011-10-29;21:25:00;Buscar;Borda N;S;20.0;00:50:00;10;sabado;21;alto;50;min: > 45;20.0;vl_total:01 -- 21;vl_pizza: 01 -- 21
304;2011-10-29;21:42:00;Entrega;Borda N;S;20.5;00:39:00;10;sabado;21;alto;39;min: 35 -- 44;20.5;vl_total:01 -- 21;vl_pizza: 01 -- 21
305;2011-10-29;21:48:00;Entrega;Borda N;S;24.5;00:43:00;10;sabado;21;alto;43;min: 35 -- 44;24.5;vl_total: 22 -- 28;vl_pizza: 22 -- 26
